-0.0037676,-0.0036645,-0.0033504,-0.0028115,-0.0020241,-0.00095484,0.00044027,0.0022164,0.0044407,0.0071936,0.01057,0.014682,0.019659,0.025652,0.032833,0.041406,0.051603,0.063693,0.077987,0.094847,0.11469,0.13802,0.16539,0.19749,0.2351,0.27916,0.33079,0.39132,0.46236,0.54584,0.64412,0.7601,0.89734,1.0603,1.2546,1.4874,1.7678,2.1078,2.5231,3.035,3.6723,4.4752,5.5012,6.8342,8.6009,10.999,14.354,19.221,26.629,38.638,59.881,102.64,208.94,608.39,6223.1,4731.8,589.62,220.31,115.11,70.877,48.094
-0.0033601,-0.0040812,-0.0062446,-0.0098504,-0.014899,-0.02139,-0.029324,-0.038701,-0.049522,-0.061788,-0.075499,-0.090655,-0.10726,-0.12531,-0.1448,-0.16574,-0.18813,-0.21196,-0.23724,-0.26396,-0.2921,-0.32168,-0.35267,-0.38505,-0.4188,-0.4539,-0.49029,-0.52791,-0.5667,-0.60653,-0.64727,-0.68873,-0.73064,-0.77266,-0.81433,-0.85499,-0.89379,-0.92952,-0.96047,-0.98425,-0.99743,-0.99498,-0.96936,-0.9091,-0.7961,-0.60089,-0.27344,0.2757,1.2171,2.9049,6.1623,13.242,32.093,107.56,1236.5,1038.1,140.91,56.742,31.677,20.693,14.81
-0.0030248,-0.0032689,-0.0040016,-0.0052242,-0.0069389,-0.0091486,-0.011857,-0.01507,-0.018792,-0.023031,-0.027795,-0.033091,-0.038931,-0.045326,-0.052288,-0.059831,-0.06797,-0.076724,-0.08611,-0.096148,-0.10686,-0.11828,-0.13042,-0.14331,-0.157,-0.1715,-0.18687,-0.20313,-0.22034,-0.23854,-0.25779,-0.27812,-0.29961,-0.3223,-0.34625,-0.37151,-0.39811,-0.42607,-0.45536,-0.48591,-0.51752,-0.54981,-0.58209,-0.61316,-0.64084,-0.66126,-0.66725,-0.64508,-0.56692,-0.37185,0.088577,1.2382,4.6314,19.363,255.64,236.39,34.489,14.698,8.5937,5.8361,4.3186
-0.0027609,-0.0028567,-0.0031444,-0.0036244,-0.0042981,-0.0051668,-0.0062326,-0.0074979,-0.0089656,-0.010639,-0.012523,-0.01462,-0.016937,-0.01948,-0.022253,-0.025266,-0.028524,-0.032038,-0.035817,-0.039871,-0.044212,-0.048852,-0.053807,-0.059092,-0.064723,-0.07072,-0.077105,-0.0839,-0.091132,-0.098828,-0.10702,-0.11575,-0.12505,-0.13497,-0.14555,-0.15685,-0.16892,-0.18184,-0.19565,-0.21044,-0.22625,-0.2431,-0.261,-0.27983,-0.29928,-0.31868,-0.33657,-0.3499,-0.35196,-0.32723,-0.23603,0.039232,0.94411,5.1608,76.476,75.478,11.487,5.044,3.0161,2.0848,1.5651
-0.0025674,-0.0026136,-0.0027524,-0.002984,-0.0033091,-0.0037283,-0.0042428,-0.0048538,-0.0055628,-0.0063715,-0.0072819,-0.0082965,-0.0094176,-0.010648,-0.011992,-0.013452,-0.015033,-0.016738,-0.018573,-0.020543,-0.022655,-0.024914,-0.027329,-0.029906,-0.032655,-0.035586,-0.03871,-0.042038,-0.045586,-0.049366,-0.053398,-0.057699,-0.062292,-0.0672,-0.072451,-0.078076,-0.084108,-0.090586,-0.097553,-0.10505,-0.11314,-0.12184,-0.13121,-0.14124,-0.15189,-0.16297,-0.17401,-0.18396,-0.19032,-0.18713,-0.15866,-0.057261,0.30093,2.0396,32.273,32.876,5.097,2.2654,1.3661,0.95025,0.71683
-0.0024426,-0.0024684,-0.002546,-0.0026755,-0.0028572,-0.0030916,-0.0033792,-0.0037208,-0.004117,-0.004569,-0.0050779,-0.0056448,-0.0062713,-0.0069589,-0.0077095,-0.008525,-0.0094076,-0.01036,-0.011384,-0.012484,-0.013662,-0.014921,-0.016267,-0.017704,-0.019235,-0.020867,-0.022605,-0.024457,-0.026428,-0.028529,-0.030767,-0.033154,-0.0357,-0.03842,-0.041328,-0.04444,-0.047776,-0.051356,-0.055204,-0.059345,-0.063805,-0.068608,-0.073774,-0.079308,-0.085182,-0.0913,-0.097413,-0.10294,-0.10655,-0.105,-0.089756,-0.034916,0.15952,1.1052,17.571,17.925,2.78,1.2353,0.74456,0.51756,0.39014
-0.0023846,-0.0024006,-0.0024487,-0.002529,-0.0026416,-0.0027869,-0.0029651,-0.0031766,-0.003422,-0.0037018,-0.0040166,-0.0043672,-0.0047544,-0.0051791,-0.0056424,-0.0061453,-0.0066893,-0.0072756,-0.0079057,-0.0085815,-0.0093046,-0.010077,-0.010901,-0.01178,-0.012715,-0.01371,-0.014768,-0.015893,-0.017088,-0.01836,-0.019711,-0.021149,-0.02268,-0.02431,-0.026047,-0.027901,-0.029881,-0.031998,-0.034262,-0.036686,-0.039281,-0.042055,-0.045011,-0.048139,-0.051402,-0.054712,-0.05787,-0.060444,-0.061469,-0.058685,-0.046254,-0.0067334,0.12639,0.75575,11.507,11.491,1.7587,0.77427,0.46343,0.32034,0.24035
-0.0023909,-0.0024016,-0.0024337,-0.0024873,-0.0025625,-0.0026594,-0.0027783,-0.0029193,-0.0030828,-0.003269,-0.0034784,-0.0037114,-0.0039684,-0.0042501,-0.0045569,-0.0048896,-0.0052488,-0.0056354,-0.0060502,-0.0064942,-0.0069684,-0.007474,-0.0080122,-0.0085844,-0.009192,-0.0098367,-0.01052,-0.011245,-0.012013,-0.012826,-0.013687,-0.014599,-0.015566,-0.016591,-0.017677,-0.018828,-0.02005,-0.021346,-0.02272,-0.024174,-0.025711,-0.027327,-0.029013,-0.030743,-0.032471,-0.034097,-0.03543,-0.036079,-0.035218,-0.030984,-0.0187,0.015287,0.12206,0.60576,8.6227,8.3086,1.2432,0.53869,0.31858,0.21812,0.16237
-0.0024587,-0.0024662,-0.0024888,-0.0025266,-0.0025796,-0.0026479,-0.0027315,-0.0028306,-0.0029454,-0.0030761,-0.0032228,-0.0033858,-0.0035653,-0.0037617,-0.0039752,-0.0042062,-0.0044551,-0.0047223,-0.0050082,-0.0053134,-0.0056384,-0.0059837,-0.00635,-0.006738,-0.0071484,-0.007582,-0.0080397,-0.0085223,-0.009031,-0.0095667,-0.010131,-0.010724,-0.011348,-0.012004,-0.012692,-0.013415,-0.014172,-0.014964,-0.015789,-0.016646,-0.017527,-0.018421,-0.01931,-0.020158,-0.020905,-0.021441,-0.021564,-0.02089,-0.01864,-0.013109,-0.00014792,0.032085,0.127,0.53847,7.1317,6.5875,0.95817,0.40671,0.23672,0.16001,0.11786
-0.0025845,-0.0025901,-0.0026067,-0.0026344,-0.0026732,-0.0027231,-0.0027843,-0.0028567,-0.0029404,-0.0030356,-0.0031422,-0.0032603,-0.0033902,-0.0035319,-0.0036855,-0.0038511,-0.004029,-0.0042193,-0.0044221,-0.0046376,-0.004866,-0.0051076,-0.0053624,-0.0056308,-0.005913,-0.0062091,-0.0065194,-0.0068441,-0.0071833,-0.0075373,-0.0079061,-0.0082897,-0.0086879,-0.0091004,-0.0095265,-0.009965,-0.010414,-0.010871,-0.01133,-0.011785,-0.012225,-0.012631,-0.012978,-0.013221,-0.013287,-0.013054,-0.012308,-0.010651,-0.0073059,-0.00061661,0.013356,0.045624,0.13582,0.5118,6.3445,5.6127,0.79153,0.32814,0.18744,0.12475,0.090682
