-0.0041548,-0.004036,-0.0036765,-0.0030663,-0.0021892,-0.0010219,0.00046536,0.0023095,0.0045547,0.0072522,0.010461,0.014248,0.018687,0.023863,0.029865,0.036793,0.044756,0.053869,0.064258,0.076055,0.089399,0.10444,0.12132,0.14021,0.16126,0.18463,0.21048,0.23896,0.27023,0.30439,0.34157,0.38184,0.42524,0.47176,0.52132,0.57377,0.62885,0.6862,0.74531,0.80553,0.86604,0.92586,0.98385,1.0387,1.0891,1.1335,1.1705,1.1989,1.2175,1.2255,1.2224,1.2082,1.1831,1.1478,1.1034,1.051,0.9921,0.92812,0.86053,0.79074,0.72005
-0.0041986,-0.0047984,-0.0065954,-0.0095826,-0.013748,-0.019075,-0.025543,-0.033124,-0.041788,-0.0515,-0.062217,-0.073895,-0.086481,-0.09992,-0.11415,-0.1291,-0.1447,-0.16087,-0.17753,-0.19457,-0.21191,-0.22942,-0.247,-0.26452,-0.28184,-0.2988,-0.31525,-0.33101,-0.34588,-0.35966,-0.37211,-0.38299,-0.39201,-0.3989,-0.40335,-0.40501,-0.40356,-0.39866,-0.38997,-0.37718,-0.36002,-0.33831,-0.31192,-0.28088,-0.24534,-0.20564,-0.16227,-0.11594,-0.067485,-0.017874,0.031841,0.080592,0.12735,0.1712,0.21136,0.24724,0.27844,0.30475,0.32615,0.34275,0.35482
-0.0043264,-0.0045384,-0.0051745,-0.0062346,-0.0077185,-0.0096258,-0.011956,-0.014709,-0.017884,-0.02148,-0.025496,-0.029931,-0.034782,-0.040048,-0.045726,-0.051813,-0.058303,-0.065194,-0.072477,-0.080145,-0.08819,-0.096598,-0.10536,-0.11445,-0.12385,-0.13354,-0.14349,-0.15364,-0.16397,-0.17441,-0.1849,-0.19534,-0.20564,-0.21569,-0.22535,-0.23445,-0.24281,-0.25021,-0.25643,-0.26121,-0.26427,-0.26535,-0.26416,-0.26047,-0.25405,-0.24477,-0.23257,-0.21746,-0.19961,-0.17927,-0.15679,-0.13263,-0.1073,-0.081339,-0.055298,-0.029687,-0.004963,0.01849,0.040368,0.060451,0.078599
-0.0045381,-0.0046269,-0.0048935,-0.0053383,-0.0059621,-0.0067657,-0.0077503,-0.0089176,-0.010269,-0.011807,-0.013534,-0.015452,-0.017565,-0.019874,-0.022384,-0.025097,-0.028018,-0.031149,-0.034496,-0.03806,-0.041846,-0.045857,-0.050094,-0.054561,-0.059256,-0.06418,-0.069329,-0.074697,-0.080275,-0.086049,-0.091999,-0.098098,-0.10431,-0.11059,-0.11689,-0.12312,-0.1292,-0.13503,-0.14048,-0.14541,-0.14967,-0.15307,-0.15544,-0.1566,-0.15638,-0.15463,-0.15124,-0.14613,-0.1393,-0.13082,-0.12078,-0.1094,-0.096882,-0.083515,-0.069582,-0.055377,-0.041178,-0.027236,-0.013767,-0.00094832,0.011084
-0.0048337,-0.0048811,-0.0050237,-0.0052616,-0.0055957,-0.0060267,-0.0065559,-0.0071847,-0.0079147,-0.0087479,-0.0096866,-0.010733,-0.011891,-0.013162,-0.014551,-0.01606,-0.017695,-0.019458,-0.021355,-0.02339,-0.025568,-0.027894,-0.030372,-0.033007,-0.035803,-0.038764,-0.041892,-0.045189,-0.048654,-0.052284,-0.056073,-0.060009,-0.064078,-0.068257,-0.072515,-0.076814,-0.081103,-0.085321,-0.08939,-0.093224,-0.096719,-0.099761,-0.10223,-0.10399,-0.10493,-0.10493,-0.10389,-0.10175,-0.098462,-0.094046,-0.088549,-0.082065,-0.074724,-0.066686,-0.058128,-0.049235,-0.040188,-0.031157,-0.02229,-0.013716,-0.0055386
-0.0052132,-0.0052439,-0.0053362,-0.0054904,-0.005707,-0.0059868,-0.0063308,-0.0067401,-0.0072163,-0.0077611,-0.0083762,-0.009064,-0.0098269,-0.010668,-0.011589,-0.012594,-0.013687,-0.014871,-0.016151,-0.01753,-0.019013,-0.020605,-0.022311,-0.024134,-0.026081,-0.028154,-0.030358,-0.032695,-0.035168,-0.037776,-0.040516,-0.043384,-0.046372,-0.049464,-0.052642,-0.055879,-0.059142,-0.062387,-0.065561,-0.0686,-0.071429,-0.073965,-0.076117,-0.077788,-0.078883,-0.079311,-0.078995,-0.077875,-0.075919,-0.07312,-0.069507,-0.065139,-0.060102,-0.054507,-0.048479,-0.042151,-0.035654,-0.029113,-0.02264,-0.016332,-0.010268
-0.0056766,-0.0056996,-0.0057689,-0.0058846,-0.0060472,-0.0062575,-0.0065163,-0.0068245,-0.0071835,-0.0075948,-0.00806,-0.008581,-0.00916,-0.0097993,-0.010502,-0.01127,-0.012107,-0.013016,-0.014002,-0.015067,-0.016215,-0.017452,-0.018781,-0.020207,-0.021733,-0.023365,-0.025104,-0.026956,-0.028921,-0.031001,-0.033194,-0.035497,-0.037905,-0.040406,-0.042986,-0.045625,-0.048296,-0.050965,-0.05359,-0.05612,-0.058495,-0.060648,-0.062505,-0.063987,-0.065018,-0.065521,-0.065434,-0.064705,-0.063306,-0.061228,-0.058491,-0.055139,-0.05124,-0.046879,-0.042155,-0.037173,-0.032038,-0.026849,-0.021697,-0.016659,-0.0118
-0.0062239,-0.0062432,-0.0063013,-0.0063983,-0.0065348,-0.0067113,-0.0069286,-0.0071876,-0.0074894,-0.0078355,-0.0082272,-0.0086664,-0.0091549,-0.0096949,-0.010289,-0.010939,-0.011649,-0.012421,-0.013258,-0.014164,-0.015143,-0.016199,-0.017335,-0.018555,-0.019863,-0.021263,-0.022759,-0.024352,-0.026045,-0.027839,-0.029732,-0.031723,-0.033806,-0.035973,-0.03821,-0.0405,-0.04282,-0.045141,-0.047425,-0.04963,-0.051703,-0.053587,-0.055218,-0.056528,-0.05745,-0.057921,-0.057885,-0.057299,-0.056137,-0.054394,-0.052086,-0.049252,-0.045947,-0.042247,-0.038235,-0.034,-0.029633,-0.025218,-0.020831,-0.01654,-0.012398
-0.0068551,-0.0068726,-0.0069255,-0.0070138,-0.007138,-0.0072986,-0.0074964,-0.0077322,-0.008007,-0.0083222,-0.0086791,-0.0090793,-0.0095246,-0.010017,-0.010559,-0.011152,-0.0118,-0.012504,-0.013269,-0.014097,-0.014992,-0.015957,-0.016996,-0.018111,-0.019308,-0.020588,-0.021956,-0.023413,-0.024961,-0.026601,-0.028331,-0.03015,-0.032051,-0.034027,-0.036065,-0.03815,-0.04026,-0.042367,-0.044439,-0.046434,-0.048306,-0.050002,-0.051464,-0.052632,-0.053445,-0.053848,-0.053789,-0.053233,-0.052158,-0.050559,-0.048453,-0.045877,-0.042883,-0.039537,-0.035918,-0.032105,-0.02818,-0.024217,-0.020285,-0.016443,-0.01274
-0.0075702,-0.0075871,-0.007638,-0.0077232,-0.0078428,-0.0079976,-0.0081882,-0.0084154,-0.0086803,-0.0089839,-0.0093277,-0.0097131,-0.010142,-0.010616,-0.011137,-0.011709,-0.012332,-0.013009,-0.013745,-0.014541,-0.0154,-0.016327,-0.017324,-0.018394,-0.019541,-0.020767,-0.022076,-0.023469,-0.024947,-0.026511,-0.02816,-0.02989,-0.031695,-0.033569,-0.035498,-0.037466,-0.039453,-0.041432,-0.043371,-0.045231,-0.046968,-0.048532,-0.049868,-0.05092,-0.051633,-0.051954,-0.051838,-0.051253,-0.050181,-0.04862,-0.046588,-0.044121,-0.041271,-0.038102,-0.034687,-0.031102,-0.027422,-0.023718,-0.020053,-0.016479,-0.013043
