0.014928,0.014925,0.014917,0.014903,0.014883,0.014857,0.014824,0.014783,0.014735,0.014678,0.014611,0.014535,0.014447,0.014348,0.014237,0.014113,0.013975,0.013824,0.013658,0.013478,0.013283,0.013073,0.012849,0.012611,0.012358,0.012093,0.011814,0.011524,0.011222,0.010911,0.01059,0.010262,0.0099269,0.0095862,0.0092411,0.008893,0.0085429,0.0081921,0.0078417,0.0074928,0.0071466,0.0068039,0.0064658,0.0061331,0.0058065,0.0054869,0.0051748,0.0048708,0.0045754,0.0042891,0.0040121,0.0037447,0.0034872,0.0032397,0.0030023,0.0027751,0.0025581,0.0023513,0.0021546,0.0019679,0.0017911
0.014751,0.014749,0.014741,0.014728,0.01471,0.014686,0.014656,0.014618,0.014574,0.01452,0.014458,0.014386,0.014304,0.01421,0.014104,0.013986,0.013855,0.013709,0.01355,0.013376,0.013187,0.012984,0.012766,0.012534,0.012288,0.012028,0.011756,0.011471,0.011176,0.01087,0.010555,0.010231,0.0099012,0.0095652,0.0092246,0.0088807,0.0085346,0.0081875,0.0078407,0.0074951,0.0071519,0.006812,0.0064765,0.0061462,0.0058218,0.0055041,0.0051937,0.0048913,0.0045973,0.0043121,0.004036,0.0037695,0.0035126,0.0032656,0.0030286,0.0028016,0.0025846,0.0023777,0.0021808,0.0019938,0.0018165
0.014877,0.014875,0.014868,0.014856,0.014839,0.014817,0.014788,0.014753,0.014711,0.01466,0.014601,0.014532,0.014453,0.014363,0.01426,0.014145,0.014017,0.013874,0.013717,0.013546,0.01336,0.013159,0.012943,0.012712,0.012467,0.012208,0.011936,0.011652,0.011356,0.011049,0.010733,0.010408,0.010076,0.0097378,0.0093947,0.009048,0.0086988,0.0083484,0.0079979,0.0076486,0.0073014,0.0069575,0.0066177,0.006283,0.0059542,0.005632,0.0053171,0.0050101,0.0047114,0.0044216,0.004141,0.0038698,0.0036084,0.0033569,0.0031154,0.002884,0.0026628,0.0024516,0.0022505,0.0020594,0.0018782
0.015306,0.015303,0.015297,0.015286,0.01527,0.015248,0.015221,0.015188,0.015147,0.015098,0.01504,0.014973,0.014895,0.014806,0.014704,0.01459,0.014461,0.014319,0.014162,0.013989,0.013801,0.013598,0.013379,0.013145,0.012896,0.012633,0.012356,0.012065,0.011763,0.011449,0.011125,0.010792,0.010451,0.010104,0.0097513,0.0093947,0.0090354,0.0086745,0.0083134,0.0079533,0.0075952,0.0072402,0.0068893,0.0065436,0.0062037,0.0058706,0.0055448,0.0052271,0.0049178,0.0046176,0.0043268,0.0040457,0.0037746,0.0035136,0.0032628,0.0030225,0.0027925,0.0025729,0.0023637,0.0021647,0.001976
0.016037,0.016035,0.016029,0.016018,0.016002,0.015981,0.015955,0.015922,0.015881,0.015833,0.015775,0.015708,0.01563,0.015539,0.015436,0.01532,0.015189,0.015044,0.014882,0.014705,0.014512,0.014302,0.014076,0.013833,0.013575,0.013302,0.013014,0.012711,0.012396,0.012069,0.011731,0.011383,0.011027,0.010664,0.010294,0.0099209,0.0095443,0.0091659,0.0087871,0.008409,0.008033,0.0076601,0.0072913,0.0069278,0.0065703,0.0062198,0.0058768,0.0055422,0.0052165,0.0049001,0.0045935,0.0042971,0.004011,0.0037355,0.0034708,0.0032169,0.0029738,0.0027417,0.0025203,0.0023098,0.0021099
0.017071,0.017069,0.017063,0.017052,0.017037,0.017016,0.016989,0.016956,0.016915,0.016866,0.016807,0.016738,0.016657,0.016564,0.016457,0.016336,0.0162,0.016048,0.01588,0.015694,0.015491,0.01527,0.015032,0.014777,0.014504,0.014215,0.01391,0.01359,0.013256,0.012909,0.012551,0.012181,0.011803,0.011417,0.011024,0.010626,0.010225,0.0098224,0.0094188,0.0090158,0.0086148,0.008217,0.0078236,0.0074355,0.0070539,0.0066795,0.0063131,0.0059555,0.0056073,0.005269,0.0049411,0.0046239,0.0043177,0.0040228,0.0037392,0.0034672,0.0032067,0.0029578,0.0027204,0.0024945,0.0022799
0.018409,0.018407,0.018401,0.01839,0.018374,0.018352,0.018325,0.01829,0.018248,0.018196,0.018135,0.018062,0.017978,0.01788,0.017767,0.017639,0.017495,0.017333,0.017154,0.016956,0.016739,0.016503,0.016249,0.015975,0.015683,0.015373,0.015046,0.014702,0.014343,0.01397,0.013584,0.013187,0.012779,0.012363,0.01194,0.011511,0.011079,0.010644,0.010208,0.0097735,0.0093406,0.008911,0.008486,0.0080668,0.0076543,0.0072496,0.0068535,0.0064669,0.0060902,0.0057243,0.0053694,0.0050261,0.0046946,0.0043752,0.0040681,0.0037734,0.0034911,0.0032213,0.0029639,0.0027189,0.0024861
0.020051,0.020049,0.020042,0.02003,0.020014,0.019991,0.019962,0.019925,0.01988,0.019826,0.01976,0.019683,0.019592,0.019487,0.019366,0.019228,0.019072,0.018898,0.018704,0.01849,0.018256,0.018001,0.017725,0.017428,0.017112,0.016775,0.01642,0.016047,0.015656,0.015251,0.014831,0.014399,0.013955,0.013502,0.013042,0.012575,0.012104,0.011631,0.011156,0.010682,0.01021,0.0097419,0.0092785,0.0088214,0.0083715,0.0079301,0.007498,0.0070761,0.0066652,0.0062657,0.0058784,0.0055036,0.0051416,0.0047929,0.0044574,0.0041355,0.003827,0.0035322,0.0032508,0.0029829,0.0027283
0.021997,0.021995,0.021987,0.021975,0.021957,0.021933,0.021901,0.021862,0.021813,0.021754,0.021683,0.021599,0.0215,0.021385,0.021254,0.021104,0.020934,0.020744,0.020532,0.020298,0.020042,0.019763,0.019461,0.019137,0.01879,0.018422,0.018033,0.017624,0.017196,0.016752,0.016292,0.015818,0.015332,0.014835,0.01433,0.013818,0.013301,0.012782,0.012261,0.011741,0.011223,0.010709,0.010201,0.0096992,0.0092054,0.0087208,0.0082465,0.0077833,0.007332,0.0068934,0.006468,0.0060563,0.0056588,0.0052756,0.0049071,0.0045533,0.0042144,0.0038903,0.0035811,0.0032866,0.0030067
0.024248,0.024246,0.024238,0.024224,0.024204,0.024178,0.024143,0.0241,0.024046,0.023981,0.023903,0.023811,0.023702,0.023576,0.023432,0.023266,0.02308,0.02287,0.022637,0.02238,0.022098,0.021791,0.021458,0.021101,0.020719,0.020313,0.019884,0.019434,0.018963,0.018473,0.017966,0.017444,0.016908,0.016361,0.015804,0.01524,0.01467,0.014098,0.013524,0.012951,0.01238,0.011814,0.011253,0.0107,0.010156,0.0096216,0.0090987,0.0085881,0.0080906,0.0076071,0.0071381,0.0066842,0.0062459,0.0058234,0.005417,0.0050269,0.0046532,0.0042957,0.0039547,0.0036298,0.003321
